nazev	obalky,N,9,0	platne_hla,N,19,11	platne_hlasy	KSCM,N,9,0	CSSD,N,9,0	Koal_TOP09,N,9,0	KDU_CSL,N,9,0	Pirati,N,9,0	ANO_2011,N,9,0	ODS,N,9,0	SZ,N,9,0	Svobodni,N,9,0	Usvit,N,9,0	Ostatni	M,N,9,0	VIZE,N,9,0	CSR,N,9,0	Koal__SP_a,N,9,0	RDS,N,9,0	KSC,N,9,0	PB,N,9,0	ABS,N,9,0	Koal_DSSS_,N,9,0	KAN,N,9,0	HSS,N,9,0	Republika,N,9,0	CS,N,9,0	KC,N,9,0	ANEO,N,9,0	CSNS,N,9,0	O_K_strana,N,9,0	VV,N,9,0	OBC_2011,N,9,0	ND,N,9,0	SRP,N,9,0	Rozumni,N,9,0	HNPD,N,9,0	LES,N,9,0	RSCMS,N,9,0	evropani,N,9,0	SNK_ED,N,9,0	LEV_21,N,9,0	ucast_prc,N,19,11	mimo_byty_,N,19,11	verici_prc,N,19,11	vek_prumer,N,19,11	vek_prum_1,N,19,11	vdani_prc,N,19,11	vzdelani_z,N,19,11	vzdelani_s,N,19,11	vzdelani_m,N,19,11	vzdelani_v,N,19,11	prace_stud,N,19,11	nezamestna,N,19,11	studenti_p,N,19,11	mira_nez_1,N,19,11	zamestna_1,N,19,11	podnikatel,N,19,11	osvc_prc,N,19,11
Podmokly	41	100,00000000000	41	6	12	9	1	1	4	0	1	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	19,07000000000	0,00000000000	4,96200000000	42,27900000000	40,67400000000	45,80200000000	0,00000000000	41,22100000000	16,03100000000	1,90800000000	0,00000000000	2,29000000000	11,45000000000	5,34400000000	87,87878787880	0,00000000000	12,12121212120
Přívětice	42	100,00000000000	42	13	4	9	0	0	4	2	2	0	1	7	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	23,60000000000	0,00000000000	5,10200000000	46,06100000000	44,41100000000	44,89800000000	0,00000000000	39,79600000000	22,95900000000	3,06100000000	0,00000000000	1,02000000000	12,24500000000	5,61200000000	83,95061728400	0,00000000000	16,04938271600
Radnice	232	99,14000000000	230	20	44	30	6	10	48	26	3	9	9	25	0	0	0	0	0	4	0	0	6	0	1	2	0	0	1	0	0	1	0	0	1	7	1	0	0	0	0	1	16,00000000000	0,23100000000	6,17400000000	41,64100000000	40,26300000000	43,16200000000	0,05800000000	37,50700000000	20,60000000000	5,02000000000	0,46200000000	0,57700000000	14,19500000000	4,73200000000	81,11413043480	2,71739130435	16,16847826090
Sebečice	30	100,00000000000	30	4	6	9	1	0	5	0	1	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	44,12000000000	0,00000000000	21,73900000000	52,21000000000	52,31600000000	55,07200000000	0,00000000000	44,92800000000	26,08700000000	4,34800000000	1,44900000000	0,00000000000	2,89900000000	4,34800000000	82,60869565220	8,69565217391	8,69565217391
Strašice	268	98,51000000000	264	60	52	37	3	28	21	26	9	8	3	17	0	0	0	0	0	3	0	0	0	0	1	0	2	0	1	2	0	1	0	0	0	4	0	2	0	0	1	0	14,31000000000	0,75800000000	4,99000000000	39,36700000000	37,83500000000	38,20400000000	0,16000000000	29,30100000000	22,67500000000	5,90800000000	0,20000000000	1,95600000000	13,81200000000	5,78800000000	90,71969696970	1,42045454545	7,85984848485
Budyně	18	83,33000000000	15	0	0	2	1	1	2	0	1	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54,55000000000	0,00000000000	36,17000000000	39,60600000000	38,88500000000	44,68100000000	0,00000000000	14,89400000000	25,53200000000	12,76600000000	0,00000000000	0,00000000000	12,76600000000	2,12800000000	66,66666666670	6,66666666667	26,66666666670
Těně	27	96,30000000000	26	2	2	3	8	0	2	1	0	1	1	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	11,69000000000	0,00000000000	9,16000000000	42,32100000000	42,16400000000	49,23700000000	0,38200000000	40,45800000000	20,61100000000	2,67200000000	0,38200000000	0,38200000000	15,26700000000	2,67200000000	86,08695652170	2,60869565217	11,30434782610
Lažany	12	100,00000000000	12	0	0	5	0	0	0	1	1	0	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	21,43000000000	0,00000000000	6,66700000000	41,88300000000	42,98400000000	31,66700000000	0,00000000000	36,66700000000	31,66700000000	1,66700000000	0,00000000000	3,33300000000	16,66700000000	11,66700000000	65,38461538460	3,84615384615	30,76923076920
Nová Ves	18	100,00000000000	18	3	2	1	0	0	3	1	2	0	2	4	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	20,45000000000	0,00000000000	16,48400000000	49,09300000000	47,30000000000	38,46200000000	1,09900000000	32,96700000000	16,48400000000	5,49500000000	0,00000000000	0,00000000000	10,98900000000	3,29700000000	82,14285714290	0,00000000000	17,85714285710
Drachkov	23	95,65000000000	22	2	2	2	4	1	4	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	17,04000000000	0,58100000000	10,46500000000	39,68000000000	37,14400000000	51,16300000000	0,58100000000	30,81400000000	29,07000000000	6,39500000000	1,16300000000	0,00000000000	9,30200000000	2,90700000000	85,71428571430	1,19047619048	13,09523809520
Vejvanov	44	97,73000000000	43	7	10	11	2	3	4	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	22,56000000000	0,41700000000	7,91700000000	42,04400000000	40,36700000000	44,58300000000	0,83300000000	35,83300000000	24,16700000000	5,41700000000	0,41700000000	0,83300000000	13,33300000000	5,00000000000	84,53608247420	1,03092783505	14,43298969070
Veselá	28	100,00000000000	28	0	2	15	0	0	4	1	0	2	0	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	13,15000000000	2,20600000000	2,20600000000	37,02600000000	35,47900000000	50,73500000000	0,00000000000	32,72100000000	25,73500000000	5,51500000000	0,00000000000	0,36800000000	12,13200000000	4,77900000000	80,95238095240	2,38095238095	16,66666666670
Droužetice	15	100,00000000000	15	3	2	2	3	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15,96000000000	0,00000000000	6,93100000000	44,75700000000	43,88200000000	50,49500000000	0,99000000000	40,59400000000	27,72300000000	3,96000000000	0,00000000000	0,99000000000	10,89100000000	6,93100000000	80,43478260870	4,34782608696	15,21739130430
Volduchy	154	99,35000000000	153	18	19	33	9	9	20	12	4	10	4	15	0	0	0	0	0	4	1	0	3	0	0	0	0	0	0	0	0	1	1	0	0	3	0	1	0	0	1	0	17,19000000000	0,84300000000	4,77500000000	42,11600000000	40,67300000000	47,65900000000	0,37500000000	29,86900000000	27,99600000000	7,86500000000	0,56200000000	0,37500000000	12,64000000000	2,24700000000	83,59375000000	2,34375000000	14,06250000000
Zbiroh	355	99,44000000000	353	65	49	80	10	15	55	15	8	12	9	35	1	0	0	1	0	2	5	3	2	0	1	0	2	1	1	0	1	2	1	2	3	5	1	0	0	0	0	1	17,54000000000	1,51900000000	7,51900000000	40,51400000000	39,68400000000	42,65700000000	0,46700000000	32,99600000000	25,01000000000	6,93400000000	0,46700000000	0,74000000000	14,49200000000	4,67500000000	83,24697754750	4,14507772021	12,60794473230
Mutěnice	33	100,00000000000	33	5	7	1	3	6	2	4	1	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18,13000000000	0,00000000000	16,82700000000	41,43200000000	40,52800000000	43,26900000000	0,00000000000	33,17300000000	21,15400000000	5,76900000000	0,96200000000	1,44200000000	17,78800000000	2,88500000000	80,64516129030	7,52688172043	11,82795698920
Sokolov	2454	98,74000000000	2420	368	391	250	56	116	564	128	68	126	118	235	0	8	2	3	2	18	16	0	33	1	2	1	3	2	6	3	8	15	1	11	11	54	0	10	0	2	5	18	12,58000000000	0,38500000000	5,89800000000	40,71900000000	39,36900000000	36,83100000000	0,50500000000	28,92000000000	22,59800000000	6,30900000000	0,60400000000	1,07500000000	13,35500000000	5,92800000000	87,94517591190	2,71962011656	9,33520397151
Březová	286	96,85000000000	277	54	41	18	4	7	77	17	4	12	11	32	0	4	0	2	0	2	4	0	1	1	0	1	0	0	1	0	0	2	1	0	1	8	0	0	0	0	2	2	12,38000000000	0,72400000000	6,28600000000	42,18500000000	40,45400000000	42,74300000000	0,57100000000	31,81000000000	19,77100000000	6,36200000000	0,76200000000	0,45700000000	13,21900000000	5,37100000000	87,78103616810	4,00782013685	8,21114369501
Bublava	67	100,00000000000	67	7	12	14	0	3	18	2	0	5	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	21,54000000000	9,01200000000	3,48800000000	42,77300000000	41,74700000000	46,51200000000	0,87200000000	29,36000000000	18,89500000000	6,68600000000	0,58100000000	0,29100000000	11,91900000000	4,36000000000	66,94214876030	7,43801652893	25,61983471070
Bukovany	81	98,77000000000	80	16	17	7	1	2	13	3	3	1	5	12	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	4	1	0	0	0	0	1	6,07000000000	0,26500000000	4,31000000000	39,53300000000	38,28000000000	35,47700000000	0,79600000000	35,54400000000	11,87000000000	2,05600000000	0,26500000000	1,92300000000	14,32400000000	7,62600000000	91,72661870500	1,07913669065	7,19424460432
Citice	85	97,65000000000	83	12	10	4	0	3	17	3	4	7	16	7	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	11,74000000000	0,23900000000	5,37000000000	40,19500000000	39,04300000000	39,37900000000	0,59700000000	34,24800000000	17,30300000000	3,93800000000	0,47700000000	1,19300000000	14,67800000000	5,37000000000	85,75581395350	3,19767441860	11,04651162790
Dasnice	32	100,00000000000	32	4	13	6	0	4	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12,65000000000	0,31400000000	4,40300000000	39,72300000000	38,51200000000	40,88100000000	1,25800000000	34,90600000000	9,43400000000	3,45900000000	0,31400000000	3,77400000000	12,89300000000	11,00600000000	92,38095238100	1,90476190476	5,71428571429
Dolní Nivy	34	100,00000000000	34	1	7	2	0	1	11	1	0	1	0	10	1	0	0	0	0	1	0	1	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	13,49000000000	12,14100000000	5,43100000000	38,23300000000	37,42500000000	44,08900000000	0,63900000000	38,33900000000	16,61300000000	3,51400000000	1,59700000000	0,00000000000	15,33500000000	4,47300000000	79,68750000000	3,90625000000	16,40625000000
Habartov	455	99,12000000000	451	72	94	37	13	9	90	19	15	15	17	70	0	6	0	2	0	8	3	0	6	2	0	1	7	1	0	0	1	1	1	0	0	20	0	2	1	0	1	7	11,07000000000	0,66400000000	5,78600000000	40,60700000000	39,68700000000	38,98800000000	0,97500000000	32,78700000000	15,59500000000	2,82000000000	0,56000000000	1,49300000000	12,77500000000	6,26300000000	88,53467561520	2,68456375839	8,78076062640
Horní Slavkov	622	97,75000000000	607	68	90	51	12	15	124	49	13	24	22	139	1	2	5	5	10	10	13	0	25	2	6	2	2	1	1	0	4	6	4	5	15	12	1	1	0	1	2	3	13,13000000000	2,61100000000	5,22300000000	39,67300000000	38,31600000000	33,07600000000	0,57500000000	32,45200000000	19,52700000000	3,95800000000	0,67300000000	0,83800000000	12,41600000000	5,05800000000	89,40512375160	2,08423795050	8,51063829787
Chlum Svaté Maří	28	100,00000000000	28	4	12	0	0	0	5	0	1	4	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11,76000000000	1,32900000000	8,97000000000	40,48300000000	39,85000000000	38,20600000000	0,66400000000	35,88000000000	15,61500000000	4,65100000000	0,33200000000	1,66100000000	12,62500000000	8,30600000000	90,55118110240	2,36220472441	7,08661417323
Chodov	1091	99,45000000000	1081	141	161	134	28	50	222	62	19	40	61	163	2	8	3	4	1	16	12	0	18	2	5	1	3	4	2	0	10	10	1	4	2	36	1	3	0	1	4	10	9,60000000000	0,66900000000	5,61500000000	39,59800000000	38,33000000000	37,51100000000	0,64000000000	32,57200000000	19,23200000000	3,50600000000	0,69800000000	1,02600000000	13,30400000000	6,17500000000	89,91023339320	1,84919210054	8,24057450628
Kuřimany	14	100,00000000000	14	0	1	2	5	1	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	63,64000000000	0,00000000000	23,07700000000	44,69200000000	44,50000000000	30,76900000000	0,00000000000	15,38500000000	19,23100000000	15,38500000000	0,00000000000	3,84600000000	7,69200000000	7,69200000000	92,30769230770	0,00000000000	7,69230769231
Kladruby	27	100,00000000000	27	3	2	1	2	6	5	1	2	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	22,13000000000	0,00000000000	16,54700000000	42,62900000000	42,79600000000	51,79900000000	0,00000000000	39,56800000000	16,54700000000	4,31700000000	0,00000000000	0,00000000000	10,79100000000	7,19400000000	90,56603773580	1,88679245283	7,54716981132
Jindřichovice	51	100,00000000000	51	8	5	6	7	3	14	3	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	12,94000000000	15,25400000000	8,05100000000	42,22800000000	42,06300000000	44,49200000000	1,69500000000	36,01700000000	20,55100000000	2,96600000000	0,63600000000	0,21200000000	12,71200000000	6,56800000000	74,31693989070	2,18579234973	23,49726775960
Kaceřov	42	100,00000000000	42	3	6	3	0	5	21	1	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	11,38000000000	2,85700000000	5,71400000000	40,74600000000	38,34500000000	46,42900000000	0,71400000000	39,28600000000	15,00000000000	2,61900000000	0,71400000000	0,23800000000	14,52400000000	4,28600000000	86,62790697670	2,32558139535	11,04651162790
Zhoř u Tábora	23	100,00000000000	23	0	3	5	1	0	8	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	16,79000000000	0,57100000000	14,85700000000	40,67300000000	40,65100000000	53,14300000000	0,00000000000	42,85700000000	14,85700000000	4,57100000000	0,00000000000	1,71400000000	18,85700000000	6,28600000000	77,02702702700	1,35135135135	21,62162162160
Běleč	34	100,00000000000	34	7	2	5	1	3	6	6	0	0	1	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	24,11000000000	2,38100000000	39,28600000000	41,98800000000	43,20800000000	52,97600000000	1,19000000000	33,92900000000	27,38100000000	2,38100000000	0,00000000000	0,59500000000	18,45200000000	3,57100000000	84,81012658230	1,26582278481	13,92405063290
Krajková	92	100,00000000000	92	6	14	4	7	3	20	4	3	7	4	20	0	3	1	0	0	2	2	0	0	0	0	0	1	0	0	0	1	1	0	0	0	6	0	1	0	0	2	0	12,48000000000	4,33700000000	7,59000000000	40,63500000000	39,79800000000	44,45800000000	0,96400000000	33,37300000000	20,24100000000	3,37300000000	0,48200000000	0,48200000000	13,49400000000	5,66300000000	81,74386920980	4,08719346049	14,16893732970
Královské Poříčí	78	100,00000000000	78	4	13	11	1	4	28	3	1	4	3	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	11,82000000000	0,67600000000	5,75000000000	40,16100000000	37,90800000000	35,73800000000	2,02900000000	28,41000000000	15,78400000000	2,93100000000	0,90200000000	1,80400000000	13,07800000000	5,86200000000	89,23611111110	1,38888888889	9,37500000000
Kraslice	680	99,26000000000	675	83	97	60	21	38	164	37	17	35	49	74	0	4	2	4	0	5	14	1	6	0	3	0	0	1	0	0	1	6	0	6	0	17	0	2	0	0	1	1	12,05000000000	0,41800000000	7,21400000000	41,60700000000	40,28800000000	39,67100000000	0,58300000000	32,71100000000	21,10500000000	3,91300000000	0,62700000000	1,37400000000	12,96500000000	6,60200000000	80,75098814230	3,99209486166	15,25691699600
Hlasivo	27	100,00000000000	27	2	0	7	7	1	3	2	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	18,37000000000	1,19000000000	27,97600000000	45,51200000000	46,15500000000	41,66700000000	0,00000000000	37,50000000000	16,66700000000	6,54800000000	0,59500000000	0,59500000000	15,47600000000	6,54800000000	81,03448275860	1,72413793103	17,24137931030
Kynšperk nad Ohří	548	98,35000000000	537	66	88	52	24	24	98	38	5	42	22	78	1	4	1	6	2	6	6	0	6	0	2	2	1	1	1	1	3	6	1	4	0	14	0	2	0	1	4	3	13,14000000000	0,97600000000	8,28100000000	40,42000000000	38,34200000000	33,78700000000	0,66200000000	34,92000000000	17,85200000000	3,80100000000	0,66200000000	0,81900000000	11,17500000000	4,70700000000	88,18001978240	2,81899109792	9,00098911968
Libavské Údolí	57	100,00000000000	57	11	7	5	2	4	14	0	1	2	4	7	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	11,24000000000	1,86400000000	7,28800000000	40,11000000000	39,34300000000	37,28800000000	0,50800000000	39,32200000000	11,35600000000	1,52500000000	1,01700000000	0,67800000000	13,39000000000	4,57600000000	91,78082191780	0,91324200913	7,30593607306
Řemíčov	23	100,00000000000	23	2	3	1	1	1	11	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	34,33000000000	0,00000000000	3,12500000000	46,43800000000	45,18800000000	53,12500000000	0,00000000000	35,93800000000	28,12500000000	6,25000000000	0,00000000000	0,00000000000	14,06300000000	0,00000000000	92,85714285710	0,00000000000	7,14285714286
Dolní Hrachovice	29	100,00000000000	29	5	2	4	8	4	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27,10000000000	0,74100000000	44,44400000000	42,10000000000	39,28400000000	49,63000000000	0,00000000000	34,07400000000	17,77800000000	3,70400000000	1,48100000000	0,00000000000	19,25900000000	0,74100000000	90,19607843140	1,96078431373	7,84313725490
Loket	357	98,88000000000	353	36	41	63	12	28	73	20	13	19	17	31	0	1	0	0	0	3	3	0	3	0	0	0	1	0	0	0	2	1	0	1	0	6	1	2	2	0	2	3	14,21000000000	0,87300000000	6,21200000000	37,58700000000	36,81800000000	38,58300000000	0,47000000000	28,00500000000	23,53900000000	7,45500000000	0,70500000000	0,94000000000	16,68900000000	6,14500000000	82,92682926830	2,98977183320	14,08339889850
Lomnice	126	99,21000000000	125	18	26	13	0	4	24	10	3	6	4	17	0	4	0	0	0	2	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	12,39000000000	0,43400000000	4,16700000000	38,52400000000	36,87700000000	40,53800000000	0,43400000000	32,20500000000	18,40300000000	4,16700000000	0,34700000000	1,12800000000	14,49700000000	5,12200000000	88,50102669400	4,10677618070	7,39219712526
Pohnánec	15	100,00000000000	15	4	5	1	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34,09000000000	0,00000000000	35,71400000000	46,80400000000	43,50000000000	53,57100000000	0,00000000000	48,21400000000	19,64300000000	3,57100000000	0,00000000000	1,78600000000	14,28600000000	3,57100000000	83,33333333330	0,00000000000	16,66666666670
Nová Ves	9	100,00000000000	9	0	5	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4,59000000000	0,90100000000	4,95500000000	37,94100000000	37,56300000000	33,78400000000	2,70300000000	25,22500000000	9,00900000000	1,80200000000	0,45000000000	0,90100000000	13,96400000000	12,16200000000	93,65079365080	1,58730158730	4,76190476190
Nové Sedlo	203	100,00000000000	203	21	31	15	7	8	47	11	2	4	11	46	0	1	0	3	0	12	1	0	3	0	1	0	0	0	0	0	0	2	0	0	9	10	0	1	0	0	1	2	9,63000000000	0,68600000000	7,17000000000	39,06700000000	37,91000000000	35,81200000000	1,41100000000	28,37500000000	15,02700000000	2,59300000000	0,87700000000	1,90700000000	14,11100000000	8,12400000000	88,92438764640	3,08839190628	7,98722044728
Oloví	130	100,00000000000	130	19	14	11	4	6	47	1	3	5	0	20	0	0	0	1	0	2	0	0	3	1	0	0	1	0	0	0	0	3	0	1	0	3	0	0	0	0	1	4	9,16000000000	1,78100000000	8,73100000000	39,33000000000	37,82200000000	36,24400000000	1,14900000000	30,61500000000	13,32600000000	2,35500000000	0,34500000000	1,72300000000	13,44100000000	9,36200000000	88,95027624310	3,68324125230	7,36648250460
Přebuz	16	100,00000000000	16	6	1	1	0	1	3	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	21,92000000000	7,24600000000	2,89900000000	46,99300000000	47,72900000000	53,62300000000	0,00000000000	52,17400000000	18,84100000000	1,44900000000	1,44900000000	1,44900000000	4,34800000000	8,69600000000	69,56521739130	0,00000000000	30,43478260870
Rotava	299	98,33000000000	294	63	41	9	17	10	53	13	5	4	29	50	2	2	0	1	1	8	2	0	18	0	0	0	0	0	0	0	0	0	2	2	1	7	0	0	1	0	1	2	11,44000000000	1,11300000000	7,25000000000	38,83800000000	37,24900000000	33,45000000000	1,43100000000	30,84300000000	14,34000000000	1,74900000000	0,57200000000	2,32100000000	14,72200000000	9,34800000000	89,85507246380	1,34575569358	8,79917184265
Rovná	38	100,00000000000	38	6	1	2	2	0	12	1	0	0	8	6	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	12,50000000000	2,88700000000	3,93700000000	36,21700000000	34,73900000000	24,93400000000	1,05000000000	23,36000000000	11,02400000000	1,31200000000	0,00000000000	2,10000000000	14,17300000000	12,07300000000	87,77777777780	3,33333333333	8,88888888889
Rodná	19	100,00000000000	19	2	0	4	2	3	1	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	0	0	0	23,46000000000	0,00000000000	16,47100000000	45,13500000000	43,30000000000	48,23500000000	0,00000000000	42,35300000000	9,41200000000	1,17600000000	0,00000000000	1,17600000000	17,64700000000	4,70600000000	93,93939393940	0,00000000000	6,06060606061
Krátošice	14	100,00000000000	14	1	3	2	3	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15,38000000000	0,00000000000	13,54200000000	44,22900000000	44,43900000000	51,04200000000	0,00000000000	36,45800000000	19,79200000000	6,25000000000	0,00000000000	1,04200000000	12,50000000000	8,33300000000	75,00000000000	4,54545454545	20,45454545450
Staré Sedlo	72	98,61000000000	71	5	13	9	2	4	18	5	2	0	3	10	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	1	10,54000000000	0,90000000000	4,62700000000	41,17800000000	39,83000000000	49,22900000000	0,12900000000	33,03300000000	21,46500000000	5,65600000000	0,64300000000	0,64300000000	12,85300000000	4,62700000000	82,90598290600	3,98860398860	13,10541310540
Stříbrná	39	100,00000000000	39	0	4	3	3	4	13	2	1	1	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	1	0	0	1	0	10,34000000000	8,13400000000	4,06700000000	43,70900000000	43,69000000000	42,58400000000	0,00000000000	32,77500000000	21,05300000000	5,74200000000	0,23900000000	1,19600000000	12,44000000000	5,50200000000	76,64670658680	3,59281437126	19,76047904190
Skrýchov u Malšic	20	100,00000000000	20	4	2	3	6	0	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19,23000000000	0,00000000000	19,35500000000	41,42700000000	37,97100000000	50,00000000000	0,00000000000	39,51600000000	12,90300000000	7,25800000000	1,61300000000	0,00000000000	14,51600000000	2,41900000000	60,86956521740	2,17391304348	36,95652173910
Šindelová	44	100,00000000000	44	4	6	5	0	0	12	3	0	4	0	10	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	17,89000000000	13,28400000000	5,90400000000	45,06100000000	44,31700000000	48,70800000000	0,36900000000	41,32800000000	15,12900000000	5,53500000000	0,00000000000	0,36900000000	8,85600000000	5,90400000000	88,67924528300	1,88679245283	9,43396226415
Vintířov	77	100,00000000000	77	11	18	11	0	2	12	5	0	3	1	14	0	0	0	1	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	1	8,33000000000	0,46300000000	3,79300000000	35,83200000000	35,39800000000	36,26300000000	0,92500000000	30,62000000000	13,50600000000	1,20300000000	0,74000000000	1,48000000000	14,80100000000	6,56800000000	93,50649350650	1,03896103896	5,45454545455
Vřesová	27	96,30000000000	26	3	1	1	0	0	2	1	0	1	1	16	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	5	1	1	5	1	0	0	0	0	0	8,28000000000	0,00000000000	4,03500000000	32,47700000000	33,43600000000	21,61400000000	4,32300000000	22,76700000000	3,17000000000	0,00000000000	0,57600000000	5,18700000000	18,73200000000	13,54500000000	94,73684210530	0,00000000000	5,26315789474
Tachov	1475	98,98000000000	1460	293	315	233	45	75	205	62	26	51	42	113	0	1	3	0	2	12	5	1	5	0	4	1	0	4	2	1	4	7	0	7	0	34	1	3	1	0	2	13	14,94000000000	0,57400000000	7,37200000000	40,74800000000	39,40500000000	40,89900000000	0,42200000000	30,10800000000	24,20300000000	6,16800000000	0,43000000000	0,62200000000	13,38100000000	4,67800000000	85,38099717780	3,49952963311	11,11947318910
Benešovice	19	100,00000000000	19	2	8	1	1	0	5	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11,73000000000	3,82500000000	4,91800000000	40,26800000000	42,83800000000	38,79800000000	3,27900000000	27,32200000000	9,83600000000	1,63900000000	0,54600000000	4,37200000000	10,92900000000	9,29000000000	78,66666666670	4,00000000000	17,33333333330
Bezdružice	95	100,00000000000	95	20	21	24	6	3	8	2	1	1	1	8	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	12,77000000000	0,78300000000	6,26400000000	40,17000000000	39,04500000000	40,82800000000	0,67100000000	33,44500000000	20,80500000000	3,35600000000	0,22400000000	1,00700000000	16,10700000000	7,04700000000	87,46355685130	0,87463556851	11,66180758020
Bor	276	99,28000000000	274	61	44	50	15	14	24	17	18	7	7	17	0	0	0	0	0	6	2	0	2	0	0	0	0	1	0	0	0	1	0	1	0	1	0	2	0	0	0	1	8,72000000000	2,10100000000	5,99000000000	39,34300000000	37,97900000000	39,27500000000	0,99000000000	31,11100000000	18,67100000000	3,76800000000	0,55600000000	1,18400000000	12,05300000000	5,12100000000	86,03683897800	3,14913844326	10,81402257870
